Year,Month,Day,Hour,Lat,Lon,Wind_mph
2018,09,12,18,30.4,-71.9,126.58580
2018,09,12,21,30.9,-72.5,120.83190
2018,09,13,06,32.1,-74.1,126.58580
2018,09,13,18,33.4,-75.9,126.58580
2018,09,14,06,33.9,-77.1,120.83190
2018,09,14,18,34.0,-77.9,115.07800
2018,09,15,18,33.6,-79.2,80.55460
2018,09,16,18,34.0,-81.7,34.52340
2018,09,17,18,35.6,-83.4,23.01560
