Year,Month,Day,Hour,Lat,Lon,Wind_mph
2018,09,14,06,34.1,-77.2,92.06240
2018,09,14,09,34.2,-77.4,92.06240
2018,09,14,18,34.1,-78.3,86.30850
2018,09,15,06,33.9,-79.1,74.80070
2018,09,15,18,33.8,-79.9,51.78510
2018,09,16,06,34.1,-81.1,40.27730
2018,09,17,06,36.6,-83.2,28.76950
2018,09,18,06,40.5,-80.5,28.76950
2018,09,19,06,43.5,-72.0,28.76950
