Year,Month,Day,Hour,Lat,Lon,Wind_mph
2018,09,13,12,33.1,-75.1,109.32410
2018,09,13,15,33.4,-75.5,103.57020
2018,09,14,00,33.9,-76.6,109.32410
2018,09,14,12,34.2,-77.8,97.81630
2018,09,15,00,34.1,-78.7,74.80070
2018,09,15,12,34.0,-79.6,51.78510
2018,09,16,12,34.3,-81.8,28.76950
2018,09,17,12,36.9,-83.0,28.76950
2018,09,18,12,40.3,-79.2,23.01560
